# sample: lo
# nominal stat var1 var2 var3 var4 var5 var6
0.0140525924312 1.2715325809e-05 0.0141250250163 0.0139620068927 0.0142974625512 0.0137788005939 0.0143650642585 0.0136808541419
0.0379275258773 2.08894268428e-05 0.0381225788598 0.0376835848328 0.0385652582038 0.0371938177757 0.0387472033899 0.0369300407553
0.052221499829 2.45117285155e-05 0.0524883277982 0.0518878171194 0.053094766919 0.0512033616307 0.0533436570706 0.0508426295323
0.0571838574854 2.56499186275e-05 0.0574735516024 0.056821625928 0.0581549546486 0.0560418214496 0.0584252699297 0.0556504631846
0.0562732117584 2.54448631189e-05 0.0565547390089 0.0559212287065 0.0572516435819 0.0551156658554 0.057514491708 0.0547357058182
0.0529658362195 2.4685798749e-05 0.0532262942787 0.0526402899634 0.0539064911753 0.0518479426218 0.0541498163537 0.0514968142757
0.0491680926259 2.37843314263e-05 0.0494049027564 0.0488722255641 0.0500535869541 0.0481121948764 0.0502749305719 0.0477933021051
0.0456533567845 2.29184702023e-05 0.0458677285607 0.0453856218549 0.0464740847179 0.0446719873046 0.0466745141762 0.0443835361646
0.0422242089857 2.2040935753e-05 0.0424167876248 0.0419838472917 0.0429741943894 0.0413247878407 0.0431542846244 0.0410659171323
0.0392416515158 2.12482371971e-05 0.0394145015893 0.0390260378241 0.0399225621999 0.0384232730519 0.040084220356 0.0381911016984
0.0364050849951 2.04658738158e-05 0.036558976433 0.0362133167862 0.0370158454471 0.0356692637909 0.0371597551979 0.0354627553609
0.0337794339194 1.9714031725e-05 0.0339156445351 0.0336098672668 0.0343203999547 0.0331254904858 0.0344477195681 0.0329428061198
0.0313185964891 1.8982369074e-05 0.0314377320374 0.0311704217349 0.031790956357 0.0307456485368 0.0319022384455 0.03058588954
0.0290302237392 1.82757184549e-05 0.0291347192153 0.0289003451465 0.0294364719385 0.0285351266318 0.0295339783845 0.0283949254451
0.0269113242875 1.75961154293e-05 0.0270005661863 0.0268006454416 0.0272538733045 0.0264911638617 0.0273370377568 0.0263715165267
0.0248975604094 1.69249605409e-05 0.0249727806423 0.0248043923495 0.0251764169612 0.0245522156309 0.0252463190951 0.0244511725436
0.0230549726164 1.62866428492e-05 0.0231168304425 0.0229785468718 0.0232703216281 0.0227844231491 0.0233276059704 0.0227012131123
0.0212653668015 1.56417631889e-05 0.0213140168406 0.0212053991989 0.0214186548588 0.021067561684 0.0214634115315 0.0210017682226
0.0195948640133 1.50148291342e-05 0.0196316167191 0.0195497290954 0.0196874159187 0.0194683954265 0.0197208671107 0.0194182661505
0.0180417499599 1.44074989722e-05 0.0180664211303 0.0180117436933 0.0180744868887 0.0179856262665 0.0180964941784 0.0179515459377
0.0166548647057 1.38426686059e-05 0.0166686543071 0.0166383981318 0.0166359414043 0.0166593146265 0.0166475881909 0.0166394962208
0.015391120844 1.3307129751e-05 0.0153946026369 0.0153875634194 0.0153255080671 0.0154506436093 0.0153274068545 0.0154445419714
0.014278050595 1.28169215395e-05 0.0142732128553 0.0142848057936 0.0141740618533 0.0143830558097 0.0141680783406 0.0143878851186
0.0132756384711 1.23588191158e-05 0.0132627376593 0.0132924037659 0.013140192518 0.0134181192472 0.0131265531272 0.0134335230208
0.0123657405896 1.19277721172e-05 0.012345829738 0.0123912937765 0.0122048506775 0.0125388425195 0.0121846180034 0.0125636421059
0.0115430760108 1.15241803221e-05 0.0115167398195 0.011576659066 0.0113615294288 0.0117411747067 0.0113352702748 0.0117745928554
0.0108102909571 1.11523902735e-05 0.0107793598898 0.0108495152957 0.010613087838 0.0110276127653 0.0105825112955 0.0110670554379
0.0101071435964 1.07835929327e-05 0.0100709048714 0.0101529819909 0.00989613553001 0.0103417352888 0.00986058930326 0.0103882876905
0.009477768319 1.04424477668e-05 0.009437822504 0.00952815550364 0.00925783736968 0.00972375474469 0.00921885378062 0.00977524611361
0.00890976239487 1.01247038457e-05 0.00886593681688 0.00896503306321 0.00868172206061 0.00916647926388 0.00863919596922 0.00922337884524
0.00837352264701 9.81529522966e-06 0.00832725980814 0.00843175356693 0.00814100855055 0.00863657892908 0.00809622857566 0.00869669803529
0.00784531360942 9.50067412258e-06 0.00779597945283 0.00790739582048 0.00761123021736 0.00811134729637 0.00756367660259 0.00817578996829
0.00738905881537 9.22027404147e-06 0.00733836810036 0.00745276211819 0.00715406659372 0.00765705339498 0.00710527582648 0.00772328278935
0.00696421353281 8.95128339165e-06 0.006911350724 0.00703059688583 0.00672854386169 0.00723388685756 0.00667777631966 0.00730308918419
0.00654960798111 8.6807434388e-06 0.00649570448157 0.0066172895141 0.00631559724304 0.00681840934934 0.00626394287326 0.00688915650496
0.00617848101693 8.43121425494e-06 0.00612350085279 0.00624745573251 0.00594618295146 0.00644640891736 0.00589362776033 0.00651872375611
0.00582789104103 8.18851180044e-06 0.00577133776783 0.0058988336393 0.00559886672944 0.00609281458197 0.00554491068116 0.00616736747743
0.00550984960286 7.96194438546e-06 0.00545296438737 0.00558118078618 0.00528457129584 0.0057711769521 0.00523037541243 0.00584626836245
0.00519738824274 7.73289026478e-06 0.00514008944033 0.00526921223525 0.00497623192711 0.00545472624761 0.00492173745317 0.00553049688602
0.00491825778182 7.52237381485e-06 0.00486108546344 0.00498991722971 0.00470085435435 0.00517205634305 0.00464659678775 0.00524785723725
0.0046389087199 7.30562171893e-06 0.00458192715532 0.00471028668805 0.00442681571446 0.00488714314072 0.00437278434111 0.00496271284494
0.00438229416153 7.10068146219e-06 0.00432542866488 0.00445352376066 0.00417620176834 0.00462405596832 0.00412236547186 0.00469961658306
0.00414002673168 6.90161676681e-06 0.00408354310134 0.00421076358436 0.00393929888772 0.00437624846781 0.00388591605331 0.00445144457004
0.00394007585247 6.73289061497e-06 0.00388338104072 0.00401105680249 0.00374347749776 0.00417208030729 0.00368996927097 0.00424766049073
0.00373536177262 6.55564763725e-06 0.00367910490177 0.00380573812256 0.00354373197198 0.00396205936236 0.00349069857773 0.00403709565765
0.00352414718948 6.36760751875e-06 0.0034697604784 0.00359210213917 0.00333860699368 0.00374430568119 0.00328738959541 0.00381684903499
0.00334401996899 6.20274173243e-06 0.00329052610001 0.00341091996489 0.00316421021489 0.00355780430309 0.00311389827912 0.00362933208533
0.00317726192519 6.04610627448e-06 0.0031238217322 0.00324408070434 0.00300184575791 0.00338634006224 0.00295166285666 0.00345792094194
0.00301690083685 5.89155294948e-06 0.00296416280911 0.00308282501153 0.0028464323389 0.0032206226618 0.00279697064453 0.00329135102035
0.00286130294914 5.73761216511e-06 0.00281015414569 0.00292520148775 0.00269625676749 0.00305903298201 0.00264833593438 0.00312766815457
0.00270853536907 5.58234306903e-06 0.00265896770845 0.00277047033612 0.00254956686483 0.00289932925937 0.00250316873271 0.00296592698293
0.00257187523079 5.43969081146e-06 0.00252333749727 0.00263247099912 0.0024179756494 0.00275695865266 0.00237258861962 0.00282220196389
0.00245218543297 5.31160684072e-06 0.00240408322747 0.0025122831495 0.00230241502341 0.00263273070786 0.00225749932966 0.00269754722993
0.0023301715614 5.17777550061e-06 0.00228282484434 0.00238928218543 0.0021849000449 0.00250566003413 0.00214073178283 0.00256948388747
0.00221179336955 5.04453968975e-06 0.00216599751675 0.00226892007343 0.00207135446672 0.00238182108501 0.00202867435169 0.00244356444227
0.00210355136071 4.91955508277e-06 0.00205898470658 0.00215917537918 0.00196756494586 0.00226857705094 0.00192607881221 0.00232879420256
0.00199667848443 4.79295483448e-06 0.00195300337929 0.00205119170667 0.00186518168576 0.00215654695924 0.00182457800314 0.00221565657298
0.00191115947383 4.68918893218e-06 0.00186883871354 0.00196396472205 0.00178341396922 0.00206678780313 0.00174410008361 0.00212409250898
0.00181425020083 4.56875487136e-06 0.00177296246279 0.00186575343054 0.00169106412483 0.00196457551639 0.00165273041397 0.00202050056957
0.00172735055237 4.45799430198e-06 0.00168732967115 0.00177722389402 0.00160827479382 0.00187293213226 0.00157115209764 0.00192714485457
0.0016467328062 4.35272105547e-06 0.00160760694245 0.0016955290944 0.00153162305081 0.00178771115468 0.00149536229755 0.00184081399507
0.0015687497773 4.24840690501e-06 0.00153053846402 0.00161638845936 0.00145746742475 0.00170524829662 0.00142209618081 0.00175716205274
