# sample: nlo
# nominal stat var1 var2 var3 var4 var5 var6
0.0137553297237 8.83907277519e-06 0.0140011260472 0.0134923559592 0.0137314463369 0.0137605981952 0.0139838517589 0.013495949561
0.0370967591532 1.45162934056e-05 0.0377580397935 0.0363837204902 0.0370292394604 0.0371070908258 0.0377125807336 0.0363941197609
0.0509922175347 1.70191465626e-05 0.0519055489515 0.0500093515927 0.0508888041457 0.0510115187231 0.0518370580823 0.050034058713
0.0557188737679 1.77901333603e-05 0.0567195498569 0.0546478222417 0.0556025614182 0.0557377046038 0.0566451409632 0.0546770160155
0.0547206413467 1.76301183802e-05 0.0556923444858 0.0536835371846 0.054607836006 0.0547262683368 0.0556259121857 0.0537049755632
0.0513864551343 1.70847840433e-05 0.0522859692539 0.0504263585919 0.0512746348868 0.0513859484919 0.0522234869395 0.050447000209
0.0476108414393 1.64453390598e-05 0.0484140066227 0.046758984801 0.0475223395617 0.0475871027488 0.0483728343261 0.0467561339274
0.0440211505348 1.58132089085e-05 0.044736927136 0.043267675215 0.0439332557236 0.0440003509101 0.0446944503961 0.0432676259776
0.040747576826 1.52138642025e-05 0.0413715332879 0.0400997825243 0.0406908467792 0.0407015108872 0.0413543098225 0.0400699795358
0.0376534651075 1.46248147492e-05 0.0381999150622 0.0370913923891 0.0376051002661 0.0376046162789 0.0381871665301 0.037056511731
0.0348846992541 1.4076821855e-05 0.0353530258734 0.0344125794807 0.0348502432913 0.0348285105939 0.0353494231104 0.0343664245156
0.0323223328676 1.35499482119e-05 0.032718020717 0.0319314444144 0.03230327752 0.0322567825208 0.032725028842 0.0318724094225
0.0299505283931 1.3043304352e-05 0.0302813256211 0.0296320542005 0.0299429620616 0.0298793862155 0.0302955026838 0.0295640689885
0.0277627304009 1.25578561183e-05 0.0280341958698 0.0275098745474 0.0277734236696 0.0276806754868 0.0280620832725 0.0274280329092
0.025784098335 1.21020619427e-05 0.0259999568646 0.0255934331338 0.0258032784447 0.0256995640196 0.0260325472339 0.0255062431168
0.0240021575649 1.16763600396e-05 0.0241660605589 0.0238687976578 0.0240343008033 0.023910786407 0.0242081336771 0.0237726899981
0.0223347720776 1.12634634439e-05 0.022454271421 0.0222490082731 0.0223705997118 0.0222449963733 0.0224971586352 0.0221528418789
0.020839554757 1.08798830553e-05 0.0209154443309 0.0208014853736 0.0208847236353 0.0207460742877 0.0209649977268 0.0207004566853
0.0194353011564 1.05068944936e-05 0.0194705538133 0.0194422322399 0.0194803546763 0.0193469505668 0.0195184045176 0.0193463760995
0.018139513299 1.015056457e-05 0.0181412706566 0.0181811979066 0.0181960634844 0.0180452231946 0.0181976699875 0.0180777843728
0.0169836902788 9.82182149949e-06 0.0169500053082 0.0170634301605 0.0170454899097 0.0168898210607 0.0170098248865 0.0169602535853
0.0158848901551 9.49875382288e-06 0.0158216372691 0.0159946906963 0.015950100371 0.0157913861808 0.0158829687733 0.0158912278637
0.014894745071 9.19791873967e-06 0.0148033575347 0.0150341760022 0.014958980679 0.0148061718594 0.0148631272307 0.0149367457623
0.0139669525168 8.90681418928e-06 0.0138535079894 0.0141272658931 0.0140349279402 0.0138793004153 0.0139159609895 0.0140315058852
0.0131121221555 8.62991734471e-06 0.0129734166998 0.0132986681801 0.0131823375191 0.0130260629564 0.0130372483676 0.0132051957956
0.012289496506 8.35479636243e-06 0.0121327963116 0.0124919256123 0.0123589686253 0.0122090042486 0.0121956887832 0.0124060177655
0.0115427085349 8.09696699218e-06 0.0113694177571 0.0117580746723 0.0116126440424 0.0114656909015 0.0114320026449 0.0116765105552
0.0108586659403 7.85338401432e-06 0.0106649279112 0.0110938001847 0.010927371037 0.0107858691228 0.0107263405993 0.0110183475455
0.0101761799204 7.60258175031e-06 0.00996779039624 0.0104241662068 0.0102447800559 0.0101066087603 0.0100293297857 0.0103537682059
0.00953567905914 7.35943787292e-06 0.00931580849367 0.00979054721111 0.00960291505995 0.00947145014484 0.00937608638083 0.00972771948015
0.00893825388006 7.12517115929e-06 0.00870479283505 0.00920444080988 0.00900558919697 0.00887723263785 0.00876521602737 0.00914651159833
0.00840528318962 6.90947838617e-06 0.00816087896307 0.00868046537078 0.00846348397493 0.00835656907794 0.00821383730227 0.0086386794461
0.00790197814899 6.69941895658e-06 0.00764982032021 0.00818343018264 0.00796311822829 0.00785280974051 0.00770472494066 0.00814072624602
0.00740933979233 6.48722759623e-06 0.00715976574532 0.00768252957215 0.0074641251809 0.00737009222075 0.00720889685867 0.00765152024895
0.0069916238149 6.3017120154e-06 0.00673810104617 0.007268716125 0.00703800370617 0.00696314096932 0.00677982335024 0.00725035019838
0.00659184467877 6.11889733717e-06 0.00634438042302 0.00685823084882 0.00663995866307 0.00656436113743 0.00638680557377 0.00683997918272
0.00625557718275 5.96078593776e-06 0.00600825545625 0.00652005921333 0.00629773001278 0.00623592702106 0.00604501496578 0.00651019022343
0.00587166175712 5.77498070662e-06 0.00563211878455 0.00612578352769 0.00590994960203 0.00585799714918 0.00566457117481 0.00612118558783
0.00556504855129 5.62217905097e-06 0.00532900449813 0.00581460831352 0.00559901326418 0.00555677781886 0.00535702382015 0.00581505393889
0.00526620532048 5.4691429268e-06 0.00503703872346 0.00550649959187 0.00529839319238 0.00526148158716 0.00506287262112 0.00550985406971
0.00496935571137 5.31276527493e-06 0.0047527146686 0.00519255615874 0.0049922052665 0.00497494140126 0.00477041499628 0.005207584596
0.00470587496534 5.17000522862e-06 0.00449235904497 0.00492748680189 0.00472867123135 0.00471242337982 0.00450902437246 0.0049415561514
0.00446365943435 5.03519768021e-06 0.00425995528933 0.00467170505484 0.00448382837775 0.00447263298674 0.00427384026746 0.00468747866997
0.00423340558048 4.90361268163e-06 0.00403626268474 0.00443412594038 0.00425365902589 0.0042433052756 0.00404944779778 0.0044493665218
0.0040254278789 4.78164646764e-06 0.00383456858577 0.00421917018427 0.00403697785585 0.00404472721547 0.00384022006815 0.00424508331815
0.00380630064088 4.64968180726e-06 0.00362504820291 0.0039880540418 0.00382170788975 0.00382207741229 0.00363327919369 0.00400834171251
0.00362351257424 4.53666584928e-06 0.00344884812847 0.00379797600266 0.00363862778282 0.00363780728525 0.00345614662775 0.00381479669292
0.00343410156845 4.41650478511e-06 0.00326694665499 0.00360024548432 0.00344314772893 0.00345560528119 0.00326914516711 0.00362551914789
0.00325172728554 4.29763377503e-06 0.00309401961029 0.00340587639194 0.00325501772161 0.00327926500849 0.00309134866129 0.00343808655314
0.00310072177627 4.19666077317e-06 0.00294680346733 0.00325235203788 0.0031044688483 0.00312785790861 0.00294398841434 0.00328283052706
0.0029561902972 4.09768630731e-06 0.00280737295691 0.0031025873167 0.00295948424887 0.0029831632211 0.00280376072155 0.00313179328394
0.00280008747097 3.98802864915e-06 0.00265986983006 0.00293607356637 0.00280143682922 0.00282892076064 0.00265465455276 0.00296738634095
0.00266213156461 3.88854504685e-06 0.00252878410465 0.00279046528267 0.00266046250201 0.0026939103684 0.00252084316649 0.00282466468186
0.00255255281613 3.80767307151e-06 0.00242317251414 0.00267706148669 0.00254969819124 0.00258466374159 0.00241392545338 0.00271079922553
0.0024149602216 3.7036261587e-06 0.0022940860183 0.00252941825218 0.00241063602822 0.00244807512321 0.00228366268288 0.00256420074276
