# lo lo_stat lo_scaleup lo_scaledown nlo nlo_stat nlo_scaleup nlo_scaledown
0.0140525924312 1.2715325809e-05 0.000312471827332 0.000371738289351 0.0137553297237 8.83907277519e-06 0.000245796323473 0.000262973764446
0.0379275258773 2.08894268428e-05 0.000819677512587 0.000997485121991 0.0370967591532 1.45162934056e-05 0.00066128064033 0.000713038662915
0.052221499829 2.45117285155e-05 0.00112215724158 0.00137887029674 0.0509922175347 1.70191465626e-05 0.000913331416875 0.000982865942
0.0571838574854 2.56499186275e-05 0.00124141244426 0.00153339430077 0.0557188737679 1.77901333603e-05 0.00100067608905 0.00107105152619
0.0562732117584 2.54448631189e-05 0.00124127994953 0.00153750594023 0.0547206413467 1.76301183802e-05 0.00097170313917 0.0010371041621
0.0529658362195 2.4685798749e-05 0.0011839801342 0.00146902194384 0.0513864551343 1.70847840433e-05 0.000899514119603 0.000960096542397
0.0491680926259 2.37843314263e-05 0.00110683794598 0.00137479052075 0.0476108414393 1.64453390598e-05 0.00080316518332 0.000854707511986
0.0456533567845 2.29184702023e-05 0.00102115739166 0.00126982061999 0.0440211505348 1.58132089085e-05 0.00071577660122 0.000753524557149
0.0422242089857 2.2040935753e-05 0.00093007563869 0.00115829185337 0.040747576826 1.52138642025e-05 0.000623956461942 0.000677597290195
0.0392416515158 2.12482371971e-05 0.000842568840194 0.00105054981738 0.0376534651075 1.46248147492e-05 0.000546449954685 0.000596953376546
0.0364050849951 2.04658738158e-05 0.000754670202753 0.00094232963424 0.0348846992541 1.4076821855e-05 0.000468326619298 0.000518274738551
0.0337794339194 1.9714031725e-05 0.000668285648754 0.000836627799566 0.0323223328676 1.35499482119e-05 0.000402695974455 0.000449923445118
0.0313185964891 1.8982369074e-05 0.000583641956444 0.000732706949068 0.0299505283931 1.3043304352e-05 0.000344974290743 0.00038645940455
0.0290302237392 1.82757184549e-05 0.000503754645365 0.000635298294066 0.0277627304009 1.25578561183e-05 0.0002993528716 0.000334697491663
0.0269113242875 1.75961154293e-05 0.000425713469329 0.000539807760822 0.025784098335 1.21020619427e-05 0.000248448898867 0.000277855218259
0.0248975604094 1.69249605409e-05 0.000348758685636 0.000446387865787 0.0240021575649 1.16763600396e-05 0.000205976112248 0.000229467566771
0.0230549726164 1.62866428492e-05 0.00027263335399 0.000353759504033 0.0223347720776 1.12634634439e-05 0.000162386557572 0.000181930198728
0.0212653668015 1.56417631889e-05 0.000198044730008 0.000263598578845 0.020839554757 1.08798830553e-05 0.000125442969764 0.000139098071739
0.0195948640133 1.50148291342e-05 0.000126003097376 0.000176597862846 0.0194353011564 1.05068944936e-05 8.3103361234e-05 8.8925056849e-05
0.0180417499599 1.44074989722e-05 5.47442185105e-05 9.02040221663e-05 0.018139513299 1.015056457e-05 5.8156688575e-05 9.42901043441e-05
0.0166548647057 1.38426686059e-05 1.37896014195e-05 1.89233014011e-05 0.0169836902788 9.82182149949e-06 7.97398817138e-05 9.38692181619e-05
0.015391120844 1.3307129751e-05 5.95227653011e-05 6.56127768964e-05 0.0158848901551 9.49875382288e-06 0.00010980054125 9.35039742807e-05
0.014278050595 1.28169215395e-05 0.000109834523603 0.000109972254448 0.014894745071 9.19791873967e-06 0.00013943093118 9.13875363248e-05
0.0132756384711 1.23588191158e-05 0.000157884549718 0.000149085343866 0.0139669525168 8.90681418928e-06 0.000160313376259 0.000113444527462
0.0123657405896 1.19277721172e-05 0.000197901516313 0.000181122586188 0.0131121221555 8.62991734471e-06 0.000186546024539 0.000138705455698
0.0115430760108 1.15241803221e-05 0.000231516844634 0.000207805735942 0.012289496506 8.35479636243e-06 0.000202429106309 0.000156700194398
0.0108102909571 1.11523902735e-05 0.000256764480731 0.00022777966165 0.0115427085349 8.09696699218e-06 0.000215366137447 0.000173290777762
0.0101071435964 1.07835929327e-05 0.000281144094118 0.000246554293101 0.0108586659403 7.85338401432e-06 0.000235134244355 0.000193738029156
0.009477768319 1.04424477668e-05 0.000297477794605 0.000258914538383 0.0101761799204 7.60258175031e-06 0.000247986286354 0.00020838952419
0.00890976239487 1.01247038457e-05 0.00031361645037 0.000270566425645 0.00953567905914 7.35943787292e-06 0.000254868151973 0.000219870565466
0.00837352264701 9.81529522966e-06 0.000323175388277 0.00027729407135 0.00893825388006 7.12517115929e-06 0.000266186929818 0.000233461045008
0.00784531360942 9.50067412258e-06 0.000330476358877 0.00028163700683 0.00840528318962 6.90947838617e-06 0.000275182181161 0.000244404226546
0.00738905881537 9.22027404147e-06 0.000334223973985 0.000283782988892 0.00790197814899 6.69941895658e-06 0.000281452033654 0.000252157828775
0.00696421353281 8.95128339165e-06 0.000338875651381 0.000286437213149 0.00740933979233 6.48722759623e-06 0.000273189779819 0.000249574047012
0.00654960798111 8.6807434388e-06 0.000339548523851 0.000285665107847 0.0069916238149 6.3017120154e-06 0.000277092310099 0.000253522768727
0.00617848101693 8.43121425494e-06 0.000340242739186 0.000284853256599 0.00659184467877 6.11889733717e-06 0.000266386170048 0.000247464255754
0.00582789104103 8.18851180044e-06 0.000339476436403 0.000282980359863 0.00625557718275 5.96078593776e-06 0.000264482030581 0.000247321726492
0.00550984960286 7.96194438546e-06 0.000336418759589 0.000279474190428 0.00587166175712 5.77498070662e-06 0.000254121770568 0.000239542972569
0.00519738824274 7.73289026478e-06 0.000333108643273 0.000275650789578 0.00556504855129 5.62217905097e-06 0.0002500053876 0.000236044053156
0.00491825778182 7.52237381485e-06 0.000329599455435 0.000271660994069 0.00526620532048 5.4691429268e-06 0.000243648749232 0.000229166597017
0.0046389087199 7.30562171893e-06 0.000323804125045 0.000266124378787 0.00496935571137 5.31276527493e-06 0.000238228884631 0.000216641042774
0.00438229416153 7.10068146219e-06 0.00031732242153 0.000259928689675 0.00470587496534 5.17000522862e-06 0.000235681186056 0.000213515920376
0.00414002673168 6.90161676681e-06 0.000311417838362 0.000254110678369 0.00446365943435 5.03519768021e-06 0.000223819235621 0.000203704145024
0.00394007585247 6.73289061497e-06 0.000307584638251 0.000250106581509 0.00423340558048 4.90361268163e-06 0.000215960941321 0.000197142895741
0.00373536177262 6.55564763725e-06 0.000301733885021 0.000244663194895 0.0040254278789 4.78164646764e-06 0.000219655439248 0.000190859293126
0.00352414718948 6.36760751875e-06 0.000292701845514 0.00023675759407 0.00380630064088 4.64968180726e-06 0.000202041071631 0.000181252437967
0.00334401996899 6.20274173243e-06 0.000285312116339 0.000230121689875 0.00362351257424 4.53666584928e-06 0.000191284118676 0.000174664445773
0.00317726192519 6.04610627448e-06 0.000280659016751 0.000225599068537 0.00343410156845 4.41650478511e-06 0.000191417579444 0.000167154913464
0.00301690083685 5.89155294948e-06 0.000274450183499 0.000219930192314 0.00325172728554 4.29763377503e-06 0.000186359267596 0.00016037862425
0.00286130294914 5.73761216511e-06 0.000266365205424 0.00021296701477 0.00310072177627 4.19666077317e-06 0.000182108750787 0.000156733361928
0.00270853536907 5.58234306903e-06 0.000257391613857 0.00020536663636 0.0029561902972 4.09768630731e-06 0.000175602986743 0.000152429575644
0.00257187523079 5.43969081146e-06 0.000250326733104 0.000199286611165 0.00280008747097 3.98802864915e-06 0.000167298869981 0.000145432918215
0.00245218543297 5.31160684072e-06 0.000245361796965 0.000194686103304 0.00266213156461 3.88854504685e-06 0.000162533117255 0.000141288398112
0.0023301715614 5.17777550061e-06 0.000239312326067 0.000189439778563 0.00255255281613 3.80767307151e-06 0.000158246409397 0.00013862736275
0.00221179336955 5.04453968975e-06 0.000231771072726 0.000183119017864 0.0024149602216 3.7036261587e-06 0.000149240521152 0.000131297538724
0.00210355136071 4.91955508277e-06 0.000225242841847 0.000177472548501 0.00230238808369 3.61627373721e-06 0.000151322239356 0.000130894463842
0.00199667848443 4.79295483448e-06 0.000218978088552 0.000172100481288 0.00219018513517 3.52705566966e-06 0.000133912406103 0.000119514596259
0.00191115947383 4.68918893218e-06 0.000212933035145 0.000167059390223 0.00209902097989 3.45286959107e-06 0.000132533645609 0.000118540669511
0.00181425020083 4.56875487136e-06 0.00020625036874 0.000161519786862 0.00200557346016 3.37513341865e-06 0.000132927598715 0.000117210912712
0.00172735055237 4.45799430198e-06 0.000199794302207 0.000156198454724 0.00191303475294 3.29634720571e-06 0.000123674292014 0.000111201490215
0.0016467328062 4.35272105547e-06 0.000194081188867 0.000151370508647 0.00182480725537 3.21943665685e-06 0.000116874437998 0.000105911905996
0.0015687497773 4.24840690501e-06 0.000188412275441 0.000146653596486 0.00173523367602 3.13942583511e-06 0.000108978804162 0.000100065837936
0.00150099497394 4.15564926778e-06 0.000183216215716 0.00014243212168 0.00166385322202 3.0741753687e-06 0.00011003948163 0.000100248095882
0.00142524397626 4.04942979987e-06 0.000176592112154 0.000136999003067 0.00159477898266 3.00968667554e-06 0.000103916607471 9.56288775421e-05
0.00136300021905 3.9600186408e-06 0.000171115920959 0.00013259905928 0.00152097918388 2.93922328753e-06 9.80644287556e-05 9.12506375574e-05
0.00131007576745 3.88237493278e-06 0.000167743731163 0.000129639002712 0.00145425123723 2.87402552792e-06 9.49087588258e-05 8.83833501127e-05
0.00124212537372 3.78034977166e-06 0.000159666140774 0.000123400037405 0.00139744049251 2.81732873481e-06 8.91044976038e-05 8.40340689991e-05
0.0011892584487 3.699026053e-06 0.000156555441227 0.000120608132384 0.00134335630573 2.76227214642e-06 9.57755476664e-05 8.72750455049e-05
0.00114068300639 3.62269484613e-06 0.000151477945196 0.000116630494048 0.00128673320668 2.70342983471e-06 8.64775083167e-05 8.06309230977e-05
0.00108981800627 3.54100269284e-06 0.000147262931066 0.00011311404976 0.00123271723888 2.64607764453e-06 8.31761253534e-05 7.8379357827e-05
0.00104208245199 3.46258392751e-06 0.000143010984336 0.00010966844334 0.00117426526757 2.58258104717e-06 8.16906355924e-05 7.62852078202e-05
0.000998569348525 3.38952142174e-06 0.000137865034552 0.000105652596277 0.00112786039418 2.53103720072e-06 7.51389956875e-05 7.17093805257e-05
0.000958013111158 3.31997637934e-06 0.000133702869964 0.000102301206349 0.0010849202672 2.48238861036e-06 7.46032095476e-05 7.10218251083e-05
0.00091580010835 3.24600820102e-06 0.000129453080086 9.89507269303e-05 0.0010434682757 2.43450397093e-06 7.11437453133e-05 6.77890936634e-05
